word|score|sub|emotion|validar score|caso especial
murió|2|Desafortunado|Enfado||
mutuo|2|Entusiasmado|Alegría|*|
nacimiento|3|Contento|Alegría|*|
nación|2|Franqueza|Confianza|*|
nada|-2|Amargado|Tristeza|*|
navegador|1|Desconcierto|Sorpresa|*|
natural|-1|Franqueza|Confianza||
necesidaad|-2|Frustrado|Tristeza|*|
necesidad|-2|Frustrado|Tristeza|*|
necesidades|-2|Frustrado|Tristeza|*|
necesitado|-2|Frustrado|Tristeza|*|
necesitan|-2|Frustrado|Tristeza|*|
necesitando|-2|Frustrado|Tristeza|*|
necesitar|-2|Frustrado|Tristeza|*|
necesitara|-2|Frustrado|Tristeza|*|
necesitará|-2|Frustrado|Tristeza|*|
necesitaré|-2|Frustrado|Tristeza|*|
necesitaría|-2|Frustrado|Tristeza|*|
necesitaríamos|-2|Frustrado|Tristeza|*|
negación|-3|Adverso|Enfado|*|
negado|-3|Agobiado|Tristeza|*|
negando|-3|Adverso|Enfado|*|
negar|-3|irritado|Enfado|*|
negativa|-3|Desfavorable|Enfado|*|
negativo|-3|Perjudicial|Enfado|*|
negligencia|-1|Desfavorable|Enfado|*|
negligente|-1|Adverso|Enfado|*|
negociar|1|Tranquilo|Alegría|*|
negrita|2|Tranquilo|Alegría||
nervioso|-1|Perjudicial|Enfado||
nivel|1|Encantado|Alegría|*|
no|-1|Adverso|Enfado||
noble|1|Tranquilo|Alegría||
normalidad|2|Tranquilo|Alegría|*|
notable|-1|Impresión|Sorpresa|*|
notificación|1|Admiración|Sorpresa||
novela|-3|Impresión|Sorpresa||
núcleo|2|Fascinado|Alegría|*|
nueces|2|Fascinado|Alegría||
nuevo|-1|Extrañeza|Sorpresa||
números|1|Franqueza|Confianza|*|
nunca|-3|Perjudicial|Enfado||
nutrir|2|Complacido|Alegría|*|
obedecer|2|Franqueza|Confianza|*|
objeción|-1|Desfavorable|Enfado|*|
objetivo|2|Esperanza|Confianza|*|
obligación|1|Confusión|Sorpresa|*|
obligar|1|Descontento|Enfado|*|
obligatorio|-2|Hostil|Enfado|*|
obstáculo|-1|Desfavorable|Enfado|*|
obtener|2|Tranquilo|Alegría|*|
obvio|2|Tranquilo|Alegría|*|
ocasional|1|Extrañeza|Sorpresa|*|
ocultar|-1|Extrañeza|Sorpresa||
ocupación|2|Complacido|Alegría|*|
ocupar|2|Complacido|Alegría|*|
ocurrir|1|Impresión|Sorpresa|*|
odio|-3|Enojado|Enfado||
ofender|-2|Enojado|Enfado|*|
ofensa|-2|Enojado|Enfado||
ofensivo|-2|Enojado|Enfado||
oficial|2|Seguridad|Confianza|*|
ofrecimiento|2|Esperanza|Confianza|*|
ojalá|1|Esperanza|Confianza||
olvidado|-2|Desesperado|Miedo||
olvidar|-2|Desesperado|Miedo||
olvidé|-1|Desesperado|Miedo||
olvido|-1|Pánico|Miedo|*|
opción|2|Fascinado|Alegría|*|
oportunidad|2|Tranquilo|Alegría|*|
oportuno|2|Satisfecho|Alegría|*|
oposición|-2|irritado|Enfado|*|
oprimir|-2|Furioso|Enfado|*|
opuesto|-2|Perjudicial|Enfado|*|
oración|2|Esperanza|Confianza||
oraciones|2|Esperanza|Confianza||
orar|2|Esperanza|Confianza||
ordenado|2|Tranquilo|Alegría|*|
organiza|2|Complacido|Alegría|*|
organizacen|2|Complacido|Alegría|*|
organizacion|2|Complacido|Alegría|*|
organización|2|Confiado|Alegría|*|
organizada|2|Complacido|Alegría|*|
organizadas|2|Complacido|Alegría|*|
organizado|2|Complacido|Alegría|*|
organizan|2|Complacido|Alegría|*|
organizando|2|Complacido|Alegría|*|
organizar|2|Complacido|Alegría|*|
organizará|2|Complacido|Alegría|*|
organizarla|2|Complacido|Alegría|*|
organizarlo|2|Complacido|Alegría|*|
organizaron|2|Complacido|Alegría|*|
orgullo|2|Complacido|Alegría||*
orgulloso|2|Complacido|Alegría||*
oro|2|Satisfecho|Alegría||
oscura|-2|Agobiado|Tristeza|*|
oscuras|-2|Agobiado|Tristeza|*|
oscuridad|-2|Aterrado|Miedo|*|
oscuro|-2|Agobiado|Tristeza|*|
otorgado|2|Esperanza|Confianza||
oxigenodependiente|-1|Angustiado|Miedo|*|
oxigenodependientes|-1|Angustiado|Miedo|*|
paciencia|1|Asombro|Sorpresa|*|
paciente|1|Asombro|Sorpresa|*|
pacífico|2|Esperanza|Confianza||
paga|-1|Insatisfecho|Enfado|*|
pagaba|-1|Insatisfecho|Enfado|*|
pagaban|-1|Insatisfecho|Enfado|*|
pagada|-1|Insatisfecho|Enfado|*|
pagadas|-1|Insatisfecho|Enfado|*|
pagan|-1|Insatisfecho|Enfado|*|
pagar|-1|Asombro|Sorpresa|*|
pagara|-1|Insatisfecho|Enfado|*|
pagará|-1|Insatisfecho|Enfado|*|
pagaran|-1|Insatisfecho|Enfado|*|
pagaré|-1|Insatisfecho|Enfado|*|
pagaremos|-1|Insatisfecho|Enfado|*|
pagaría|-1|Insatisfecho|Enfado|*|
pagarían|-1|Insatisfecho|Enfado|*|
pagarlas|-1|Insatisfecho|Enfado|*|
pagarle|-1|Insatisfecho|Enfado|*|
pagarles|-1|Insatisfecho|Enfado|*|
pagarlo|-2|molesto|Enfado|*|
pagarlos|-2|Insatisfecho|Enfado|*|
pagas|-1|Insatisfecho|Enfado|*|
pagó|2|Franqueza|Confianza|*|
pague|-1|molesto|Enfado|*|
palabra|2|Determinación|Confianza|*|
pánico|-2|Alarmado|Miedo|*|
parcial|1|Alarmado|Miedo|*|
parcialidad|-2|Furioso|Enfado||
participar|1|Asombro|Sorpresa||
particularmente|1|Asombro|Sorpresa|*|
partidarios|2|Franqueza|Confianza||
pasado|-1|Triste|Tristeza|*|
pasajero|1|Extrañeza|Sorpresa|*|
pasión|2|Encantado|Alegría||
pasivo|-1|Extrañeza|Sorpresa||
paz|2|Tranquilo|Alegría||
pecado|-2|Decepcionado|Tristeza||
pelea|-2|Furioso|Enfado||
pelear|-2|Furioso|Enfado||
peligro|-2|Angustiado|Miedo||
peligroso|-2|Inseguro|Miedo||
pena|-2|Confuso|Tristeza|*|
penalización|-5|Confuso|Tristeza||
peor|-5|Decepcionado|Tristeza|*|
percance|-3|Molestia|Enfado|*|
perceptible|2|Encantado|Alegría|*|
perder|-2|Frustrado|Tristeza|*|
perderá|-2|Frustrado|Tristeza|*|
perderán|-2|Frustrado|Tristeza|*|
perderse|-2|Frustrado|Tristeza|*|
pérdida|-2|Furioso|Enfado|*|
perdido|-2|Furioso|Enfado||
perdiendo|-2|Decepcionado|Tristeza|*|
perdió|-2|Triste|Tristeza|*|
perdón|2|Entusiasmado|Alegría|*|
perdonar|2|Complacido|Alegría|*|
perezoso|-3|Decepcionado|Tristeza||
perfectamente|2|Entusiasmado|Alegría||
perfecto|2|Entusiasmado|Alegría||
perjudicar|-3|Furioso|Enfado|*|
perjudicial|-3|irritado|Enfado|*|
perjuicio|-2|irritado|Enfado||
permanece|-1|Perjudicial|Enfado|*|
permiso|2|Tranquilo|Alegría|*|
permitir|3|Complacido|Alegría||
permitirse|3|Tranquilo|Alegría|*|
persistente|3|Encantado|Alegría|*|
perspectivas|2|Encantado|Alegría||
perturbación|-3|Desfavorable|Enfado|*|
perturbado|-3|Desfavorable|Enfado||
pesado|-1|Hostil|Enfado|*|
pésimo|-2|Desfavorable|Enfado|*|
petición|1|Extrañeza|Sorpresa|*|
piedad|1|Confusión|Sorpresa|*|
pistola|2|Hostil|Enfado||
placer|3|Complacido|Alegría||
plan|2|Tranquilo|Alegría|*|
planificación|1|Impresión|Sorpresa||
pobre|1|Seguridad|Confianza||
pobreza|-2|Apenado|Tristeza||
poderoso|2|Seguridad|Confianza||
polla|-5|Furioso|Enfado||
polución|-4|Decepcionado|Tristeza||
popular|-2|Desesperado|Miedo|*|
popularidad|1|Complacido|Alegría||
porquería|-2|Desfavorable|Enfado||
posesión|1|Extrañeza|Sorpresa|*|
posibilidad|2|Complacido|Alegría||
posibilidades|2|Complacido|Alegría||
positivo|2|Complacido|Alegría||
posterior|-1|Desesperado|Miedo|*|
potencia|-1|Adverso|Enfado|*|
pqr|2|Complacido|Alegría|*|
precario|-1|Confusión|Sorpresa|*|
precaución|-1|Apenado|Tristeza|*|
precedente|-1|Angustiado|Miedo|*|
preceder|1|Entusiasmado|Alegría|*|
precio|2|Tranquilo|Alegría|*|
precisión|2|Encantado|Alegría|*|
preciso|2|Encantado|Alegría|*|
premiado|2|Fascinado|Alegría|*|
premio|2|Fascinado|Alegría|*|
premios|3|Fascinado|Alegría|*|
preocupación|-3|Pánico|Miedo||
preocupado|-2|Pánico|Miedo||
preocupante |-2|Confuso|Miedo||
presentación|1|Angustiado|Miedo|*|
presión|-2|Angustiado|Miedo||
preso|-2|Desesperado|Miedo||
presos|-1|Desesperado|Miedo||
prestador|-1|Pánico|Miedo|*|
prevenir|-1|Angustiado|Miedo||
prever|2|Esperanza|Confianza|*|
prevenido|-1|Desconcierto|Sorpresa||
primicia|1|Esperanza|Confianza||
principal|2|Esperanza|Confianza|*|
prisión|-2|Desesperado|Miedo||
probabilidad|1|Entusiasmado|Alegría|*|
probado|2|Esperanza|Confianza|*|
probar|2|Fe|Confianza|*|
problema|-2|Desesperado|Miedo||
problemas|-2|Desesperado|Miedo||
proceder|-1|Molestia|Enfado|*|
procedimiento|1|Susto|Sorpresa|*|
procesar|2|Complacido|Alegría|*|
producción|2|Complacido|Alegría|*|
productividad|2|Complacido|Alegría|*|
productivo|2|Tranquilo|Alegría|*|
productor|2|Entusiasmado|Alegría|*|
profesional|2|Encantado|Alegría|*|
profesor|2|Franqueza|Confianza|*|
profundidad|2|Entusiasmado|Alegría|*|
programado|2|Fe|Confianza|*|
progreso|2|Fe|Confianza|*|
prohibición|-2|Complacido|Alegría||
prohibido|-2|Hostil|Enfado||
prohibir|-1|Hostil|Enfado||
promesa|1|Perjudicial|Enfado|*|
promesas|1|Perjudicial|Enfado||
prometido|1|Esperanza|Confianza|*|
prominente|2|Esperanza|Confianza||
promocionar|-1|Extrañeza|Sorpresa||
promovido|2|Complacido|Alegría||
promueve|2|Complacido|Alegría||
prontitud|2|Esperanza|Confianza||
proporcionar|2|Franqueza|Confianza|*|
prospecto|2|Determinación|Confianza||
protector|2|Complacido|Alegría|*|
proteger|2|Determinación|Confianza||
protegido|2|Entusiasmado|Alegría||
protesta|-2|Molestia|Enfado||
provisional|1|Esperanza|Confianza|*|
próximo|1|Extrañeza|Sorpresa|*|
prudencia|2|Tranquilo|Alegría|*|
prudente|1|Encantado|Alegría|*|
prueba|1|Determinación|Confianza|*|
puesto|1|Esperanza|Confianza|*|
pulido|1|Tranquilo|Alegría||
puntual|1|Determinación|Confianza|*|
puro|2|Complacido|Alegría||
puta|-2|molesto|Enfado||
queja|-2|Complacido|Alegría||
quemado|-2|molesto|Enfado|*|
querer|2|Complacido|Alegría||
querido|2|Complacido|Alegría||
quiebra|-3|molesto|Enfado||
rabia|-2|Perjudicial|Enfado|*|
rapidez|1|Encantado|Alegría|*|
rápido|1|Encantado|Alegría||
raro|-2|Extrañeza|Sorpresa||
ratificar|1|Tranquilo|Alegría|*|
razón|2|Determinación|Confianza|*|
reaccionar|2|Fascinado|Alegría|*|
real|2|Encantado|Alegría|*|
realizado|2|Encantado|Alegría||
reanudación|2|Determinación|Confianza|*|
rebelde|-3|Furioso|Enfado||
recargo|1|Encantado|Alegría|*|
recepción|2|Tranquilo|Alegría|*|
rechazado|-1|molesto|Enfado||
rechaza|-1|molesto|Enfado|*|
rechazado|-1|irritado|Enfado|*|
rechazar|-2|Frustrado|Tristeza|*|
rechazo|-2|Agresivo|Enfado|*|
recibido|2|Determinación|Confianza|*|
reclamación|-2|molesto|Enfado|*|
reclame|-2|molesto|Enfado|*|
reclamo|-2|molesto|Enfado|*|
reclamó|-2|molesto|Enfado|*|
recoger|1|Extrañeza|Sorpresa|*|
recomendable|2|Fascinado|Alegría|*|
recomendado|2|Fascinado|Alegría||
recomendar|2|Fascinado|Alegría|*|
recomienda|2|Fascinado|Alegría||
recompensa|2|Fascinado|Alegría||
recompensas|2|Fascinado|Alegría||
reconecta|-1|Determinación|Confianza|*|
reconectaban|-1|Decepcionado|Tristeza|*|
reconectada|-1|Decepcionado|Tristeza|*|
reconectadas|-1|Decepcionado|Tristeza|*|
reconectado|-1|Decepcionado|Tristeza|*|
reconectadola|-1|Decepcionado|Tristeza|*|
reconectador|-1|Decepcionado|Tristeza|*|
reconectan|-1|Decepcionado|Tristeza|*|
reconectando|-1|Decepcionado|Tristeza|*|
reconectara|-1|Decepcionado|Tristeza|*|
reconectará|-1|Decepcionado|Tristeza|*|
reconectaría|-1|Decepcionado|Tristeza|*|
reconectarla|-1|Decepcionado|Tristeza|*|
reconectarle|-1|Decepcionado|Tristeza|*|
reconectarlo|-1|Decepcionado|Tristeza|*|
reconectarme|-1|Decepcionado|Tristeza|*|
reconectaron|-1|Decepcionado|Tristeza|*|
reconectarón|-1|Decepcionado|Tristeza|*|
reconecte|-1|Decepcionado|Tristeza|*|
reconecto|-1|Decepcionado|Tristeza|*|
reconectó|-1|Decepcionado|Tristeza|*|
reconexión|-1|Decepcionado|Tristeza|*|
reconexiones|-1|Decepcionado|Tristeza|*|
reconocimiento|2|Entusiasmado|Alegría|*|
reconstruir|1|Tranquilo|Alegría|*|
rectificar|2|Entusiasmado|Alegría|*|
recto|1|Tranquilo|Alegría||
recuperación|1|Tranquilo|Alegría|*|
recuperar|1|Tranquilo|Alegría|*|
recurrente|1|Fascinado|Alegría|*|
recursos|-1|Confusión|Sorpresa|*|
reducción|2|Esperanza|Confianza|*|
reducir|-2|Desfavorable|Enfado|*|
reembolso|-1|Confusión|Sorpresa|*|
refacturacion|-1|Encantado|Alegría|*|
refacturación|-2|molesto|Enfado|*|
refacturando|-2|Confusión|Sorpresa|*|
refinado|-2|Confusión|Sorpresa||
refinar|-1|Confusión|Sorpresa||
reflejo|1|Confusión|Sorpresa|*|
reforzamiento|1|Confusión|Sorpresa|*|
reforzar|2|Seguridad|Confianza|*|
refugio|2|Complacido|Alegría|*|
regalo|2|Entusiasmado|Alegría||
registro|1|Fe|Confianza|*|
regulador|2|Esperanza|Confianza|*|
regularidad|2|Esperanza|Confianza|*|
reír|2|Entusiasmado|Alegría||
renovación|1|Impresión|Sorpresa|*|
repara|2|Complacido|Alegría|*|
reparación|2|Complacido|Alegría|*|
reparaciones|2|Complacido|Alegría|*|
reparadas|2|Complacido|Alegría|*|
reparado|2|Complacido|Alegría|*|
reparados|2|Complacido|Alegría|*|
reparan|2|Complacido|Alegría|*|
reparando|2|Complacido|Alegría|*|
reparara|2|Complacido|Alegría|*|
reparará|2|Complacido|Alegría|*|
repararan|2|Complacido|Alegría|*|
repararía|2|Complacido|Alegría|*|
repararían|2|Complacido|Alegría|*|
repararlas|2|Complacido|Alegría|*|
repararlo|2|Complacido|Alegría|*|
repararon|2|Complacido|Alegría|*|
reparas|2|Complacido|Alegría|*|
repare|2|Complacido|Alegría|*|
repareción|2|Complacido|Alegría|*|
reparen|2|Complacido|Alegría|*|
reparla|2|Complacido|Alegría|*|
reparó|2|Complacido|Alegría|*|
repentino|-1|Molestia|Enfado|*|
reponer|1|Admiración|Sorpresa|*|
reportada|2|Fe|Confianza|*|
reportado|2|Fe|Confianza|*|
reportan|2|Fe|Confianza|*|
reportando|2|Fe|Confianza|*|
reportándose|2|Fe|Confianza|*|
reportaríamos|2|Fe|Confianza|*|
reportarla|2|Fe|Confianza|*|
reportarlas|2|Fe|Confianza|*|
representado|2|Fascinado|Alegría|*|
representando|2|Fascinado|Alegría|*|
reprobado|-2|Molestia|Enfado||
repulsivo|-2|Molestia|Enfado||
resaltar|2|Encantado|Alegría||
rescate|2|Fe|Confianza|*|
reserva|-1|Confusión|Sorpresa|*|
reservado|1|Fascinado|Alegría|*|
residente|2|Encantado|Alegría|*|
residuos|1|Encantado|Alegría|*|
resistencia|-1|Desagrado|Enfado|*|
resolución|-2|Confusión|Sorpresa|*|
resolver|-2|Confusión|Sorpresa|*|
resolviendo|1|Confusión|Sorpresa|*|
respaldado|1|Fe|Confianza|*|
respaldo|2|Fe|Confianza||
respetado|2|Complacido|Alegría||
respeto|2|Complacido|Alegría||
respetuoso|2|Complacido|Alegría|*|
respnsabilidad|2|Complacido|Alegría|*|
responsable|2|Complacido|Alegría|*|
responda|2|Franqueza|Confianza|*|
respondan|2|Franqueza|Confianza|*|
responde|2|Franqueza|Confianza|*|
responden|2|Franqueza|Confianza|*|
responderá|2|Franqueza|Confianza|*|
respuesta|2|Franqueza|Confianza|*|
restaurado|-1|Desagrado|Enfado||
restaurar|-2|Desagrado|Enfado||
restricción|-1|Inseguro|Miedo|*|
restringido|1|Alarmado|Miedo||
restringir|1|Alarmado|Miedo|*|
resuelto|2|Franqueza|Confianza||
resuelvo|2|Franqueza|Confianza||
resultado|-1|Desfavorable|Enfado|*|
retenido|-2|Desfavorable|Enfado||
retirada|-1|Desfavorable|Enfado|*|
retirar|-1|Desfavorable|Enfado|*|
retirarse|-1|Inseguro|Miedo|*|
retiro|-1|Perjudicial|Enfado|*|
retrasar|-1|Desafortunado|Enfado|*|
retraso|-1|Descontento|Enfado|*|
retroceder|-1|Desfavorable|Enfado|*|
reunión|1|Tranquilo|Alegría|*|
revisar|1|Extrañeza|Sorpresa|*|
rico|2|Fascinado|Alegría||
ridículo|-3|Desfavorable|Enfado||
riendo|3|Fascinado|Alegría||
riesgo|-2|Pánico|Miedo||
riesgos|-2|Pánico|Miedo||
rigor|-2|Pánico|Miedo|*|
riqueza|2|Fascinado|Alegría||
robado|-2|Confuso|Miedo|*|
robando|-2|Hostil|Enfado|*|
robar|-2|Desfavorable|Enfado|*|
robo|-2|Furioso|Enfado|*|
robusto|-2|Furioso|Enfado||
romance|3|Complacido|Alegría||
rompió|-2|Aterrado|Miedo||
rosa|2|Fascinado|Alegría||
roto|-3|Aterrado|Miedo||
ruido|-2|Molestia|Enfado|*|
ruptura|-2|Perjudicial|Enfado|*|
sabiduría|2|Satisfecho|Alegría||
sacrificio|-2|Aterrado|Miedo|*|
salida|-2|Triste|Tristeza|*|
salido|-2|Adverso|Enfado|*|
salir|-1|Desafortunado|Enfado||
saludable|2|Satisfecho|Alegría||
saludo|1|Satisfecho|Alegría||
saludos|1|Satisfecho|Alegría||
salvación|2|Complacido|Alegría||
salvo|2|Complacido|Alegría||
sangriento|-1|Aterrado|Miedo||
satisfacción|2|Satisfecho|Alegría|*|
satisfactoriamente|2|Satisfecho|Alegría|*|
satisfecho|2|Entusiasmado|Alegría|*|
segura|2|Satisfecho|Alegría|*|
seguridad|1|Satisfecho|Alegría||
seguro|2|Satisfecho|Alegría||
sentido|2|Seguridad|Confianza||
sentimiento|1|Seguridad|Confianza||
serie|2|Seguridad|Confianza|*|
serio|2|Seguridad|Confianza|*|
servicial|3|Seguridad|Confianza||
servidor|3|Fascinado|Alegría|*|
servir|3|Seguridad|Confianza|*|
severo|-1|Aterrado|Miedo||
sexy|2|Fascinado|Alegría||
sí|3|Fascinado|Alegría||
significado|2|Satisfecho|Alegría||
significativo|2|Satisfecho|Alegría||
simpatía|2|Complacido|Alegría||
simpático|2|Complacido|Alegría||
sinceramente|2|Fe|Confianza|*|
sinceridad|2|Complacido|Alegría|*|
sincero|2|Complacido|Alegría|*|
siniestro|2|Contento|Alegría|*|
sistema|-1|Inseguro|Miedo|*|
situación|1|Esperanza|Confianza|*|
sobreviviente|1|Esperanza|Confianza||
sofisticado|2|Complacido|Alegría||
sol|1|Satisfecho|Alegría||
sólido|1|Satisfecho|Alegría||
solitario|-2|Triste|Tristeza||
solo|-2|Triste|Tristeza||
soltar|-1|Asombro|Sorpresa||
solución|1|Esperanza|Confianza||
solucionado|1|Esperanza|Confianza||
soluciones|1|Esperanza|Confianza||
sometido|-1|Asombro|Sorpresa|*|
sonrisa|2|Complacido|Alegría||
soporta|2|Fe|Confianza||
sorpresa|1|Asombro|Sorpresa|*|
sospecha|-1|Asombro|Sorpresa||
sospechoso|-2|Asombro|Sorpresa||
sostenibilidad|2|Esperanza|Confianza||
sostenible|2|Esperanza|Confianza||
spam|-3|molesto|Enfado||
suciedad|-5|molesto|Enfado||
sucio|-2|molesto|Enfado||
sueltos|-1|molesto|Enfado||
sueño|2|Complacido|Alegría||
sueños|2|Complacido|Alegría||
suerte|2|Complacido|Alegría||
sufrido|-2|Triste|Tristeza||
sufrimiento|-2|Triste|Tristeza||
sufrir|-3|Triste|Tristeza||
suicidio|-3|Agobiado|Tristeza||
sugerir|1|Esperanza|Confianza|*|
super|2|Complacido|Alegría||
supera|3|Complacido|Alegría||
superior|2|Complacido|Alegría||
supremo|2|Complacido|Alegría||
suscribir|2|Seguridad|Confianza|*|
suspende|-2|molesto|Enfado|*|
suspender|-1|molesto|Enfado|*|
suspenderá|-1|molesto|Enfado|*|
suspenderán|-1|molesto|Enfado|*|
suspenderia|-1|Agobiado|Tristeza|*|
suspendería|-1|molesto|Enfado|*|
suspenderían|-1|molesto|Enfado|*|
suspenderla|-1|molesto|Enfado|*|
suspenderle|-1|Agobiado|Tristeza|*|
suspenderlo|-1|Agobiado|Tristeza|*|
suspenderlos|-1|Agobiado|Tristeza|*|
suspenderme|-1|Agobiado|Tristeza|*|
suspendernos|-1|Agobiado|Tristeza|*|
suspenderse|-1|Agobiado|Tristeza|*|
suspendida|-1|Agobiado|Tristeza|*|
suspendidas|-1|molesto|Enfado|*|
suspendido|-1|molesto|Enfado|*|
suspendiendo|-1|molesto|Enfado|*|
suspendiera|-1|molesto|Enfado|*|
suspendieran|-1|Agobiado|Tristeza|*|
suspensión|-1|Agobiado|Tristeza|*|
suspensiones|-1|Desafortunado|Enfado|*|
sustancial|2|Complacido|Alegría||
sustancialmente|2|Complacido|Alegría||
talento|2|Satisfecho|Alegría||
tardando|-1|molesto|Enfado||
tardanza|-1|Irritado|Enfado||
tardara|-1|Desafortunado|Enfado||
tardará|-1|Irritado|Enfado||
tardaran|-1|Irritado|Enfado||
tardarán|-1|Irritado|Enfado||
tardaron|-1|Irritado|Enfado||
tardarse|-1|Irritado|Enfado||
tarde|-1|Irritado|Enfado||
tardío|-1|Perjudicial|Enfado||
tecnología|2|Complacido|Alegría||
tedioso|1|Tranquilo|Alegría||
tempestad|-2|Desafortunado|Enfado||
tendencia|1|Impresión|Sorpresa||
tensión|-3|Molestia|Enfado|*|
terrible|-3|Molestia|Enfado||
terror|-3|Molestia|Enfado||
terrorista|-3|Molestia|Enfado||
terroristas|-3|Molestia|Enfado||
tesoro|2|Satisfecho|Alegría||
tesoros|2|Satisfecho|Alegría||
tierno|2|Complacido|Alegría||
titulado|2|Complacido|Alegría||
tolerancia|2|Complacido|Alegría||
tonto|-2|Hostil|Enfado||
torcido|-2|molesto|Enfado|*|
tormenta|-2|Hostil|Enfado|*|
tortura|-1|molesto|Enfado||
tóxico|-2|molesto|Enfado||
tragedia|-2|Angustiado|Miedo||
tramitar|-1|Pánico|Miedo|*|
tramita|-1|Molestia|Enfado|*|
tramitada|-1|Molestia|Enfado|*|
tramitadas|-1|Molestia|Enfado|*|
tramitado|-1|Molestia|Enfado|*|
tramitan|-1|Molestia|Enfado|*|
tramitando|-1|Molestia|Enfado|*|
tramitara|-1|Molestia|Enfado|*|
tramitaré|-1|Molestia|Enfado|*|
tramitaría|-1|Molestia|Enfado|*|
tramitarla|-1|Molestia|Enfado|*|
tramitarlo|-1|Molestia|Enfado|*|
tramitarlos|-1|Molestia|Enfado|*|
trámite|-1|Molestia|Enfado|*|
tramiten|-1|Molestia|Enfado|*|
tramitología|-1|Molestia|Enfado|*|
trampa|-3|Molestia|Enfado||
trampas|-1|Molestia|Enfado||
tranquilidad|2|Satisfecho|Alegría|*|
tranquilo|2|Satisfecho|Alegría|*|
trastornado|-2|Pánico|Miedo||
trastornos|-2|Pánico|Miedo||
tratados|1|Satisfecho|Alegría|*|
tratamiento|1|Satisfecho|Alegría|*|
tratamos|1|Satisfecho|Alegría|*|
tratandola|1|Satisfecho|Alegría|*|
tratante|1|Satisfecho|Alegría|*|
tratara|1|Satisfecho|Alegría|*|
tratará|1|Satisfecho|Alegría|*|
trataré|1|Satisfecho|Alegría|*|
trataría|1|Satisfecho|Alegría|*|
trataron|1|Satisfecho|Alegría|*|
traté|1|Satisfecho|Alegría|*|
traten|1|Satisfecho|Alegría|*|
tratrando|1|Satisfecho|Alegría|*|
trauma|-2|Pánico|Miedo||
traumáticas|-2|Molestia|Enfado|*|
traumático|-2|Molestia|Enfado|*|
traumatismo|-2|Agobiado|Tristeza|*|
tributo|2|Fe|Confianza||
triunfo|2|Complacido|Alegría||
tumba|-2|Agobiado|Tristeza||
tumor|-1|Agobiado|Tristeza||
tutela|-1|Molestia|Enfado||
tutelantes|1|Fe|Confianza||
tutelar|-1|Molestia|Enfado||
último|-1|Molestia|Enfado||
unido|2|Seguridad|Confianza||
unificado|2|Seguridad|Confianza||
unirse|2|Seguridad|Confianza||
urgencia|-3|Confusión|Sorpresa||
urgente|-3|Angustiado|Miedo||
usual|2|Seguridad|Confianza||
usará|1|Seguridad|Confianza||
útil|2|Seguridad|Confianza||
utilidad|2|Seguridad|Confianza||
vacío|-3|Agobiado|Tristeza||
vale|1|Complacido|Alegría||
válido|2|Determinación|Confianza||
valiente|3|Determinación|Confianza||
valioso|3|Determinación|Confianza||
valor|3|Fascinado|Alegría||
valores|3|Fascinado|Alegría||
variable|3|Seguridad|Confianza||
venciendo|-2|Confusión|Sorpresa||
vencieron|-2|Agobiado|Tristeza||
vencimientos|-2|Agobiado|Tristeza||
veneno|-1|Agobiado|Tristeza||
venganza|-3|Molestia|Enfado||
ventaja|3|Seguridad|Confianza||
ventajas|2|Seguridad|Confianza||
veracidad|2|Seguridad|Confianza||
veraz|2|Franqueza|Confianza||
verdad|2|Franqueza|Confianza||
verificación|2|Fe|Confianza||
verificada|2|Determinación|Confianza|*|
verificadas|2|Determinación|Confianza|*|
verificado|2|Determinación|Confianza|*|
verifican|2|Determinación|Confianza|*|
verificara|2|Determinación|Confianza|*|
verificará|2|Determinación|Confianza|*|
verificaran|2|Determinación|Confianza|*|
verificarcual|2|Determinación|Confianza|*|
verificaré|2|Determinación|Confianza|*|
verificaría|2|Determinación|Confianza|*|
verificarla|2|Determinación|Confianza|*|
verificarle|2|Determinación|Confianza|*|
verificarlo|2|Determinación|Confianza|*|
verificarlos|2|Determinación|Confianza|*|
verificarme|2|Determinación|Confianza|*|
verificarse|2|Determinación|Confianza|*|
verificas|2|Determinación|Confianza|*|
verificcion|2|Determinación|Confianza|*|
verificio|2|Determinación|Confianza|*|
verifición|2|Determinación|Confianza|*|
verífico|2|Determinación|Confianza|*|
vergüenza|-2|Confusión|Sorpresa||
víctima|-1|Agobiado|Tristeza||
víctimas|-1|Agobiado|Tristeza||
victoria|2|Fascinado|Alegría||
vigilancia|-1|Desesperado|Miedo||
vil|-1|Desesperado|Miedo||
violación|-2|Desesperado|Miedo|*|
violaciones|-2|Adverso|Enfado|*|
violar|2|Desesperado|Miedo|*|
violencia|-3|Adverso|Enfado|*|
violento|-3|Desesperado|Miedo|*|
visión|2|Determinación|Confianza|*|
vitamina|2|Determinación|Confianza|*|
vivo|2|Complacido|Alegría||
volcar|-2|Pánico|Miedo||
volvamos|1|Esperanza|Confianza|*|
volvemos|1|Esperanza|Confianza|*|
volveremos|1|Esperanza|Confianza|*|
volverlas|1|Esperanza|Confianza|*|
volverlo|1|Esperanza|Confianza|*|
volverlos|1|Esperanza|Confianza|*|
volverse|1|Esperanza|Confianza|*|
vulnerabilidad|2|Desafortunado|Enfado||
vulnerable|1|Desafortunado|Enfado||
yeah|2|Complacido|Alegría||
zorra|6|Negaciones|Negaciones||
nada|6|Negaciones|Negaciones||
